EID,X,Y,ev,when,spd,hdg,cruise,vessel,eff,trn,port,star,qual,vis,precip,cloud,glareL,glareR,glareS,wind.dir,wind.spd,bft,swell,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
15,-122.931835,32.52677,SEA,11/13/2023 10:47,11,69,CC2311SR,SallRide,0,0,KW ,JE ,G ,5,CL ,24,100,167,SE,345,7,2,6,G ,5,CL ,24,100,167,SE,345,7,2,6,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA
16,-122.8550016,32.5605583,SIT,11/13/2023 11:12,11,63,CC2311SR,SallRide,0,0,KW ,JE ,G ,5,CL ,26,110,172,SE,345,7,2,6,PINN,9,KW ,3,61.03,6,3,0,0,0,0,0,1,1,1,0NA,OTH ,100,NA,0,9,0,0,NA,NA,0,0,   ,     ,0,0,NA,NA,NA,UNIDENTIFIED FUR SEAL,NA
17,-122.8521016,32.5617383,COM,11/13/2023 11:13,11,62,CC2311SR,SallRide,0,0,KW ,JE ,G ,5,CL ,28,120,176,SE,345,7,2,6,BEGIN DAY  83-90   1 OBSERVER ON  1 BOUY BEING DPLOYED,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA
18,-122.8102216,32.5796316,SIT,11/13/2023 11:33,1,173,CC2311SR,SallRide,0,0,KW ,JE ,G ,5,CL ,31,130,181,SE,345,7,2,6,PINN,10,KW ,3,176.37,98,4.1,0,0,0,0,0,1,1,1,0NA,OTH ,100,NA,0,9,0,0,NA,NA,0,0,KW ,50D  ,49,131,NA,NA,NA,UNID FUR SEAL,NA
19,-122.81023,32.5795933,EFF,11/13/2023 11:33,0,210,CC2311SR,SallRide,1,0,KW ,KW ,G ,5,CL ,33,140,185,SE,345,7,2,6,1,0,KW ,KW ,CC2311SR,SallRide            ,BEGIN DAY  83-90   1 OBSERVER ON  1 BOUY BEING DPLOYED,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA
20,-122.8121633,32.6005966,COM,11/13/2023 13:16,11,49,CC2311SR,SallRide,1,0,KW ,KW ,G ,5,CL ,35,150,190,SE,345,7,2,6,83-90-GOING TO 83-80,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA
21,-122.80755,32.6028033,SEA,11/13/2023 13:17,11,64,CC2311SR,SallRide,1,0,KW ,KW ,G ,6,PC ,35,150,190,SL,345,7,2,9,G ,6,PC ,35,150,190,SL,345,7,2,9,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA
22,-122.4931933,32.7499683,SIT,11/13/2023 15:00,10,64,CC2311SR,SallRide,1,0,KW ,KW ,G ,6,PC ,35,150,190,SL,345,7,2,9,CETA,39,JE ,2,64.99,87,0.25,0,0,0,0,0,47,38,65,8,DD  ,100,NA,0,1,5,0,NA,NA,0,0,   ,     ,0,0,NA,NA,NA, ,NA
23,-122.21827,32.8694716,COM,11/13/2023 16:29,10,67,CC2311SR,SallRide,1,0,KW ,KW ,G ,6,PC ,35,150,190,SL,345,7,2,9,83-90-GOING TO 83-80  1 observer 1 bouy deployed,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA
24,-122.1353466,32.90849,COM,11/13/2023 16:56,8,61,CC2311SR,SallRide,1,0,KW ,KW ,G ,6,PC ,35,150,190,SL,345,7,2,9,on 83-80  1 OBSERVER   1 BOUY deployed,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA
25,-122.13518,32.90856,EFF,11/13/2023 16:56,9,61,CC2311SR,SallRide,1,0,KW ,KW ,G ,6,PC ,35,150,190,SL,345,7,2,9,1,0,KW ,KW ,CC2311SR,SallRide            ,on 83-80  1 OBSERVER   1 BOUY deployed,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA
26,-122.1348516,32.9087483,END,11/13/2023 16:57,8,58,CC2311SR,SallRide,1,0,KW ,KW ,G ,6,PC ,35,150,190,SL,345,7,2,9,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA
EID,X,Y,ev,when,spd,hdg,cruise,vessel,eff,trn,port,star,qual,vis,precip,cloud,glareL,glareR,glareS,wind.dir,wind.spd,bft,swell,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
3,-120.67765,33.5944733,COM,11/14/2023 6:23,10,58,,,EF,NA,   ,   ,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,BEGIN DAY  leaving 83-6- going  to 83-55,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
4,-120.676335,33.5951633,COM,11/14/2023 6:24,11,55,,,EF,NA,   ,   ,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,BEGIN DAY  leaving 83-60  0- going  to 83-55,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
5,-120.6717366,33.5975983,SEA,11/14/2023 6:25,11,55,,,EF,NA,   ,   ,G ,6,CL ,8,118,149,M ,344,7,2,5,G ,6,CL ,8,118,149,M ,344,7,2,5,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
6,-120.5220666,33.6847683,SIT,11/14/2023 7:18,11,56,,,EF,NA,   ,   ,G ,6,CL ,8,121,154,M ,344,7,2,5,CETA,40,KW ,3,59.86,21,18,0,0,0,0,0,2,2,3,0NA,ULW ,100,    ,0,1,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
7,-120.511505,33.691185,SIT,11/14/2023 7:22,10,53,,,EF,NA,   ,   ,G ,6,CL ,9,124,159,M ,344,7,2,5,CETA,41,JE ,2,52.99,78,2,0,0,0,0,0,76,62,94,0NA,DD  ,100,    ,0,2,5,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
8,-120.4794983,33.7110133,SIT,11/14/2023 7:33,11,57,,,EF,NA,   ,   ,G ,6,CL ,9,127,164,M ,344,7,2,5,CETA,42,JE ,1,55.36,120,0.5,0,0,0,0,0,1,1,1,0NA,MN  ,100,    ,0,1,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
9,-120.4714083,33.7160783,SIT,11/14/2023 7:36,10,53,,,EF,NA,   ,   ,G ,6,CL ,9,130,169,M ,344,7,2,5,CETA,43,KW ,2,52.19,70,1.2,0,0,0,0,0,42,38,59,0NA,LO  ,25,OTH ,75,1,2,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA,northern right whale dolphin with lags,NA
10,-120.44701,33.7286766,SIT,11/14/2023 7:44,11,61,,,EF,NA,   ,   ,G ,6,CL ,10,134,174,M ,344,7,2,5,CETA,44,JE ,2,61.35,89,0.3,0,0,0,0,0,92,58,132,0NA,UD  ,100,    ,0,2,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
11,-120.4426366,33.7307283,EFF,11/14/2023 7:46,10,61,CC2311SR,SallRide,6,0,KW ,KW ,G ,6,CL ,10,137,180,M ,344,7,2,5,6,0,KW ,KW ,CC2311SR,SallRide            ,BEGIN DAY  leaving 83-60  0- going  to 83-55  1 observer  1 bouy depliyed,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
12,-120.4097366,33.7452583,SIT,11/14/2023 8:00,0,102,CC2311SR,SallRide,6,0,KW ,KW ,G ,6,CL ,10,140,185,M ,344,7,2,5,CETA,45,KW ,2,102.09,92,0.3,0,0,0,0,0,196,180,250,0NA,UD  ,100,    ,0,1,7,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
13,-120.4097366,33.7452516,COM,11/14/2023 8:01,0,102,CC2311SR,SallRide,6,0,KW ,KW ,G ,6,CL ,10,143,190,M ,344,7,2,5,on 83-55  1 observer  1 bouy depliyed,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
14,-120.3906766,33.7344716,EFF,11/14/2023 9:58,8,55,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,146,195,M ,344,7,2,5,0,0,KW ,JE ,CC2311SR,SallRide            ,on 83-55 going to 83-51,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
15,-120.3905683,33.7345383,COM,11/14/2023 9:58,8,55,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,149,200,M ,344,7,2,5,on 83-55 going to 83-51,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
16,-120.387585,33.7363383,SEA,11/14/2023 9:59,10,57,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,149,200,SL,25,4,2,5,G ,6,CL ,11,149,200,SL,25,4,2,5,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
17,-120.3782016,33.7417183,SIT,11/14/2023 10:02,11,58,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,149,200,SL,25,4,2,5,PINN,11,KW ,3,56.78,91,0,0,0,0,0,0,1,1,0,0NA,At  ,100,    ,0,3,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
18,-120.3556916,33.754555,SIT,11/14/2023 10:10,10,54,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,149,200,SL,25,4,2,5,CETA,46,KW ,3,54.87,34,4,0,0,0,0,0,6,5,10,0NA,OTH ,100,    ,0,1,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA,lizzo,NA
19,-120.2131316,33.8365183,SIT,11/14/2023 10:59,11,56,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,149,200,SL,25,4,2,5,CETA,47,JE ,2,52.87,102,0.25,0,0,0,0,0,75,65,120,0NA,UD  ,100,    ,0,2,7,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
20,-120.1985083,33.8447483,SIT,11/14/2023 11:04,10,56,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,149,200,SL,25,4,2,5,CETA,48,KW ,3,59.47,122,1,0,0,0,0,0,1,1,1,0NA,BP  ,100,    ,0,1,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
21,-120.1939666,33.8470966,SIT,11/14/2023 11:05,10,58,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,149,200,SL,25,4,2,5,PINN,12,JE ,3,57.88,88,5,0,0,0,0,0,1,1,1,0NA,Ma  ,100,    ,0,3,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
22,-120.1635133,33.863125,SIT,11/14/2023 11:16,10,56,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,149,200,SL,25,4,2,5,CETA,49,KW ,3,54.9,102,4,0,0,0,0,0,5,5,8,0NA,TT  ,100,    ,0,1,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
23,-120.1612716,33.8643033,SIT,11/14/2023 11:17,10,58,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,149,200,SL,25,4,2,5,CETA,50,KW ,3,55.82,98,4,0,0,0,0,0,9,7,12,0NA,OTH ,100,    ,0,1,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
24,-120.1604183,33.8647216,UPD,11/14/2023 11:17,10,60,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,149,200,SL,25,4,2,5,CETA,50,KW ,3,55.82,98,4,0,0,0,0,0,9,7,12,0NA,OTH ,100,    ,0,1,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, lizzo,NA
25,-120.158705,33.8655533,UPD,11/14/2023 11:18,10,58,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,149,200,SL,25,4,2,5,CETA,47,JE ,2,52.87,102,0.25,0,0,0,0,0,210,190,255,0NA,UD  ,100,    ,0,2,7,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
26,-120.14666,33.8713816,UPD,11/14/2023 11:22,10,58,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,149,200,SL,25,4,2,5,CETA,47,JE ,2,52.87,102,0.25,0,0,0,0,0,458,422,565,0NA,UD  ,100,    ,0,2,7,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
27,-120.1454516,33.872005,SEA,11/14/2023 11:22,10,58,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,149,200,N ,25,4,2,3,G ,6,CL ,11,149,200,N ,25,4,2,3,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
28,-120.135695,33.87688,COM,11/14/2023 11:26,4,49,CC2311SR,SallRide,0,0,KW ,JE ,G ,6,CL ,11,112,150,N ,25,4,2,3,from 83-55 on 83-51  no bouy,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
29,-120.1355483,33.8769983,EFF,11/14/2023 11:26,4,42,NA,NA,NA,NA,NA,NA,G ,6,CL ,11,74,100,N ,25,4,2,3,0,0,KW ,JE ,CC2311SR,SallRide            ,from 83-55 on 83-51  no bouy,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
30,-120.1351216,33.8773933,EFF,11/14/2023 11:27,4,40,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,CL ,11,37,50,N ,25,4,2,3,1,0,KW ,JE ,CC2311SR,SallRide            ,from 83-55 on 83-51  no bouy,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
31,-120.150165,33.8690416,COM,11/14/2023 12:47,10,294,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,CL ,11,0,0,N ,25,4,2,3,83-51 heading to line 80 off standard transect near shore,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
32,-120.1509616,33.8693616,SEA,11/14/2023 12:47,10,296,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,CL ,11,0,0,N ,25,4,2,3,G ,6,CL ,11,0,0,N ,25,4,2,3,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
33,-120.1639,33.8759033,SIT,11/14/2023 12:51,11,302,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,CL ,34,0,0,N ,25,4,2,3,CETA,51,KW ,2,304,322,4,0,0,0,0,0,487,466,588,0NA,DSP ,100,    ,0,7,2,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
34,-120.1646716,33.8763333,SEA,11/14/2023 12:51,11,303,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,34,0,0,N ,25,4,2,3,G ,6,PC ,34,0,0,N ,25,4,2,3,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
35,-120.1761066,33.8825633,SIT,11/14/2023 12:55,11,304,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,39,26,35,N ,25,4,2,3,CETA,52,KW ,2,301.85,255,0.5,0,0,0,0,0,267,248,302,0NA,UD  ,100,    ,0,2,7,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
36,-120.2104466,33.901405,SIT,11/14/2023 13:07,10,305,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,43,51,70,N ,25,4,2,3,CETA,53,KW ,3,303.91,334,0.2,0,0,0,0,0,7,6,10,0NA,MN  ,100,    ,0,4,34,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
37,-120.300705,33.933085,SIT,11/14/2023 13:35,11,291,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,48,77,105,N ,25,4,2,3,PINN,13,KW ,3,292.48,246,3.5,0,0,0,0,0,1,1,1,0NA,OTH ,100,    ,0,3,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA,unid fur seal sleeping,NA
38,-120.4818533,33.9931383,SIT,11/14/2023 14:30,11,291,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,53,103,140,N ,25,4,2,3,CETA,54,KW ,1,293.89,276,0.5,0,0,0,0,0,2,2,3,0NA,MN  ,100,    ,0,1,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
39,-120.4853216,33.9942983,SIT,11/14/2023 14:31,11,293,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,58,129,175,N ,25,4,2,3,CETA,55,KW ,3,294.95,310,0,280,0,0,0,0,1,1,1,0NA,MN  ,100,    ,0,0,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
40,-120.5226983,34.0233916,SIT,11/14/2023 14:45,11,332,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,62,154,210,N ,25,4,2,3,CETA,56,JE ,1,321.11,321,4,0,0,0,0,0,2,2,2,0NA,MN  ,100,    ,0,1,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
41,-120.537505,34.038315,COM,11/14/2023 14:52,10,321,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,67,180,245,N ,25,4,2,3,83-51 heading to line 80 station 55. off standard transect near shore  1 observer on,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
42,-120.540975,34.0418533,SEA,11/14/2023 14:53,10,320,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,67,180,245,SE,25,4,2,3,G ,6,PC ,67,180,245,SE,25,4,2,3,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
43,-120.559685,34.06069,SIT,11/14/2023 15:01,11,323,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,67,180,245,SE,25,4,2,3,CETA,57,KW ,2,319.86,268,1.8,0,0,0,0,0,47,45,58,0NA,DD  ,100,    ,0,2,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
44,-120.5864316,34.088885,SIT,11/14/2023 15:13,11,321,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,67,180,245,SE,25,4,2,3,CETA,58,KW ,3,323.31,343,0,111,0,0,0,0,1,1,1,0NA,BA  ,100,    ,0,1,31,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
45,-120.6156883,34.1248116,SIT,11/14/2023 15:59,10,318,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,67,180,245,SE,25,4,2,3,CETA,59,KW ,3,29.27,22,2,0,0,0,0,0,10,9,10,0NA,OO  ,100,    ,0,1,10,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA, ,NA
46,-120.6349566,34.14075,UPD,11/14/2023 16:07,10,316,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,67,180,245,SE,25,4,2,3,CETA,59,KW ,3,29.27,22,2,0,0,0,0,0,10,9,11,0NA,OO  ,100,    ,0,1,10,0,NA,NA,0,0,NA,NA,NA,NA, 2 males, 1-2 small teenage size,NA,,NA
47,-120.7246416,34.2304166,SIT,11/14/2023 16:47,10,319,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,67,180,245,SE,25,4,2,3,PINN,14,   ,3,318.62,0,0,0,0,0,0,0,7,0,0,0NA,Zac ,100,    ,0,0,0,0,NA,NA,0,0,NA,NA,0,0,      ,            ,NA,accumulative count,NA
48,-120.7532233,34.25962,COM,11/14/2023 17:00,11,320,CC2311SR,SallRide,1,0,KW ,JE ,G ,6,PC ,67,180,245,SE,25,4,2,3,83-51 heading to line 80 station 55. off standard transect near shore  1 observer on,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
49,-120.7538116,34.260225,EFF,11/14/2023 17:00,10,322,CC2311SR,SallRide,7,0,KW ,JE ,G ,6,PC ,67,180,245,SE,25,4,2,3,7,0,KW ,JE ,CC2311SR,SallRide            ,line 80 station 55. off deploy 1 bouy  END DAY,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
50,-120.7541733,34.260605,COM,11/14/2023 17:00,10,323,CC2311SR,SallRide,7,0,KW ,JE ,G ,6,PC ,67,180,245,SE,25,4,2,3,END DAY,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
51,-120.75435,34.260795,END,11/14/2023 17:00,10,322,CC2311SR,SallRide,7,0,KW ,JE ,G ,6,PC ,67,180,245,SE,25,4,2,3,,NA,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA
EID,X,Y,ev,when,spd,hdg,cruise,vessel,eff,trn,port,star,qual,vis,precip,cloud,glareL,glareR,glareS,wind.dir,wind.spd,bft,swell,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36
3,-121.84859,33.7903883,COM,11/15/2023 6:13,10,237,,,EF,NA,   ,   ,NA,NA,NA, NA, NA, NA,NA,NA,NA,NA,NA,BEGIN DAY  LEFT 80-70 GOING TO 80-80,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
4,-121.8508566,33.789305,SEA,11/15/2023 6:14,9,242,,,EF,NA,   ,   ,F ,5,OV ,80,0,0,N ,42,13,3,6,F ,5,OV ,80,0,0,N ,42,13,3,6,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
5,-121.921575,33.7593533,SEA,11/15/2023 6:38,10,240,,,EF,NA,   ,   ,F ,6,OV ,100,0,0,N ,42,16,4,6,F ,6,OV ,100,0,0,N ,42,16,4,6,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
6,-122.0912633,33.6898916,SEA,11/15/2023 7:36,10,241,,,EF,NA,   ,   ,F ,5,OV ,94,0,0,N ,42,22,5,6,F ,5,OV ,94,0,0,N ,42,22,5,6,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
7,-122.09338,33.689005,COM,11/15/2023 7:37,11,246,,,EF,NA,   ,   ,F ,5,OV ,94,0,0,N ,42,22,5,6,MIXED SEA State is creating a beaufort 5.,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
8,-122.25064,33.6164833,SIT,11/15/2023 8:32,11,246,,,EF,NA,   ,   ,F ,5,OV ,94,0,0,N ,42,22,5,6,CETA,60,KW ,2,246.51,231,0,40,0,0,0,0,3,3,5,0NA,DSP ,100,NA,0,5,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA, ,NA
9,-122.2545533,33.6148216,SIT,11/15/2023 8:33,11,239,,,EF,NA,   ,   ,F ,5,OV ,94,0,0,N ,42,22,5,6,PINN,15,JE ,3,246.17,297,0,180,0,0,0,0,1,1,1,0NA,OTH ,100,NA,0,3,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,unid fur seal,NA
10,-122.2549583,33.61464,SEA,11/15/2023 8:33,10,243,,,EF,NA,   ,   ,P ,5,OV ,94,0,0,N ,42,22,5,6,P ,5,OV ,94,0,0,N ,42,22,5,6,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
11,-122.4969216,33.5015233,COM,11/15/2023 10:00,9,245,,,EF,NA,   ,   ,P ,5,OV ,94,104,149,N ,42,22,5,6,LEFT 80-70 GOING TO 80-80  1 observer on   1 bouy deployed,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
12,-122.4987966,33.5006716,SEA,11/15/2023 10:00,10,240,,,EF,NA,   ,   ,P ,5,OV ,94,104,149,M ,42,22,5,6,P ,5,OV ,94,104,149,M ,42,22,5,6,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
13,-122.5319416,33.4847333,EFF,11/15/2023 10:14,6,248,CC2311SR,SallRide,1,0,KW ,KW ,P ,5,OV ,94,121,163,M ,42,22,5,6,1,0,KW ,KW ,CC2311SR,SallRide            , on 80-80  1 bouy deployd,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
14,-122.5321183,33.4846766,COM,11/15/2023 10:14,6,254,CC2311SR,SallRide,1,0,KW ,KW ,P ,5,OV ,94,138,176,M ,42,22,5,6, on line 80-80  1 bouy deployed,NA,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
15,-122.5321883,33.484655,EFF,11/15/2023 10:14,7,247,CC2311SR,SallRide,1,0,KW ,KW ,P ,5,OV ,94,155,190,M ,42,22,5,6,1,0,KW ,KW ,CC2311SR,SallRide            , on 80-80  1 bouy deployd,NA,NA,NA,NA,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA
